20537.5	547.8	0.8600281998318389	0.9817073170731707	63	148	186	HJ12
21818.0	555.8	0.8874052472300732	0.9709302325581395	64	137	161	HJ12
17252.5	496.8	0.8783070959591307	1.1056338028169015	71	140	163	HJ12
26298.0	610.5	0.8867572968673773	0.9526315789473684	52	117	137	HJ12
23201.5	572.3	0.8902257557083122	1.0	55	130	160	HJ12
23178.5	572.6	0.8882777102337726	1.0416666666666667	55	128	160	HJ12
15844.0	469.8	0.902245381027912	0.958904109589041	49	115	144	HJ12
18399.5	512.8	0.8791625552922786	1.0	65	150	184	HJ12
20337.0	538.2	0.8823344016413759	0.9818181818181818	70	149	179	HJ12
22928.5	573.3	0.8767744986020124	0.9602272727272727	38	105	135	HJ12
20180.5	537.8	0.8767978291525607	1.0443037974683544	50	134	169	HJ12
20926.5	549.5	0.8710409711832284	1.0	45	122	149	HJ12
17982.0	509.9	0.8691128135993179	0.8827160493827161	33	100	125	HJ12
20296.0	539.2	0.8771965905774004	0.9757575757575757	44	121	153	HJ12
26704.5	615.7	0.8851104922492915	1.1142857142857143	53	122	151	HJ12
21294.0	550.9	0.88179270906622	1.0	31	107	143	HJ12
18339.5	506.6	0.8978781732487	1.0	76	151	185	HJ12
19967.0	534.7	0.8775150659101193	0.9753086419753086	85	163	195	HJ12
21956.5	562.8	0.8711833855555329	1.09375	67	156	194	HJ12
18922.5	518.9	0.8831193542963363	1.0193548387096774	42	121	146	HJ12
22504.5	565.1	0.8855373980666466	0.9101123595505618	45	124	157	HJ12
20721.0	541.8	0.8871336557389307	1.0	53	131	166	HJ12
19913.0	532.9	0.8812548809683212	0.9938271604938271	54	123	157	HJ12
17831.5	501.7	0.8903928041936644	0.9487179487179487	48	117	149	HJ12
21369.5	553.9	0.8751343871261076	0.9940119760479041	63	152	188	HJ12
19672.0	526.7	0.8910114200601278	1.0320512820512822	47	120	154	HJ12
18792.5	536.0	0.8219449239690981	0.9212121212121213	57	141	178	HJ12
18016.0	503.2	0.8940495604141832	1.019736842105263	51	129	166	HJ12
25184.5	598.6	0.8833105270658427	0.9513513513513514	37	112	133	HJ12
30965.5	665.1	0.8797771160219985	1.0309278350515463	61	134	165	HJ12
25143.5	600.9	0.8750085397930224	0.9148936170212766	51	131	159	HJ12
24443.0	587.9	0.8886650800184478	0.9193548387096774	51	124	148	HJ12
22342.0	561.8	0.8896379597081716	0.9941176470588236	48	132	162	HJ12
22476.0	569.2	0.8718999067747504	0.9382022471910112	30	107	138	HJ12
22804.5	577.3	0.8599894761510666	0.9714285714285714	64	151	183	HJ12
19913.0	532.9	0.8812548809683212	0.9938271604938271	54	123	157	HJ12
18409.5	545.6	0.7771485532817934	1.0718954248366013	71	157	194	HJ12
23673.0	577.8	0.8909327098274747	1.0	46	123	154	HJ12
19674.0	528.9	0.8838980149173892	1.018987341772152	43	123	157	HJ12
23042.5	573.7	0.879643875699283	0.9885714285714285	31	105	132	HJ12
21236.0	551.4	0.8778435835176905	0.9470588235294117	50	118	147	HJ12
22475.5	563.7	0.8887081152473424	0.9657142857142857	45	118	143	HJ12
18941.5	526.1	0.8600683484112357	0.9440993788819876	75	160	189	HJ12
19088.5	519.4	0.8892026716791099	0.9085365853658537	45	123	147	HJ12
22822.0	569.5	0.8842555455554415	1.0355029585798816	91	159	186	HJ12
18220.0	509.1	0.8834843467258111	1.013157894736842	58	135	165	HJ12
20698.0	545.7	0.8734347042449965	0.8850574712643678	45	117	144	HJ12
20545.0	542.9	0.8760359084221806	0.9878048780487805	56	139	169	HJ12
25796.5	604.6	0.8869059647199313	1.0	56	125	161	HJ12
23129.5	574.6	0.8804207704245466	1.035294117647059	56	136	166	HJ12
21311.0	546.5	0.8965784308442807	1.030674846625767	61	136	162	HJ12
18804.5	515.5	0.8893776601102213	0.9382716049382716	38	109	133	HJ12
22433.0	575.8	0.8503499622885019	0.9273743016759777	64	145	178	HJ12
19080.0	518.9	0.8905709737539904	1.0063694267515924	77	156	189	HJ12
22014.0	557.4	0.8905170877564772	1.0239520958083832	61	128	164	HJ12
21000.0	547.7	0.8797186213316743	0.9470588235294117	43	109	138	HJ12
24081.5	587.4	0.8770572143687105	1.0	72	153	176	HJ12
16963.5	488.8	0.8920921653651043	1.0342465753424657	57	132	166	HJ12
21294.0	550.9	0.88179270906622	1.0	31	107	143	HJ12
21461.5	555.1	0.8751960762507297	0.936046511627907	58	138	172	HJ12
20096.0	538.7	0.8701180236130373	0.9753086419753086	71	165	196	HJ12
22013.5	559.1	0.8849077994123224	1.0	53	133	167	HJ12
22707.0	567.5	0.8860119481534602	1.0598802395209581	44	120	146	HJ12
19493.0	524.9	0.8891653113582388	0.9691358024691358	67	149	185	HJ12
20984.5	543.5	0.8928482303117984	0.9349112426035503	45	118	148	HJ12
19704.5	527.0	0.8916617695435415	0.9567901234567902	47	121	159	HJ12
24406.0	589.8	0.8815258609323653	1.1005917159763314	54	137	170	HJ12
23483.0	582.7	0.8691954615058134	1.0346820809248556	44	123	154	HJ12
