13360.0	433.6	0.8929026502255026	1.015267175572519	55	136	160	DND254
12647.5	420.5	0.8986447677908858	1.04	71	143	165	DND254
10848.5	391.6	0.8890970050877111	1.0	50	129	153	DND254
11997.0	410.2	0.8961357851992369	0.9682539682539683	61	139	162	DND254
10314.5	379.4	0.9003007454236798	1.0	57	133	166	DND254
11941.5	412.0	0.8840903163292411	1.024390243902439	39	121	143	DND254
12199.0	417.4	0.8798764037821347	0.8455882352941176	37	136	172	DND254
10344.5	380.6	0.8973691446194632	1.0353982300884956	46	124	155	DND254
14811.5	456.3	0.8937640551968203	0.951048951048951	70	149	171	DND254
12381.0	419.5	0.8842072511644431	0.9921875	39	121	145	DND254
12199.5	413.6	0.8962783834588083	0.953125	39	115	137	DND254
10101.5	377.8	0.8894600127173559	0.9487179487179487	48	125	144	DND254
11154.0	400.2	0.875328328621919	0.928	44	120	138	DND254
10855.0	389.7	0.8983239393549942	0.9032258064516129	43	113	137	DND254
8238.5	341.3	0.8888087220179722	1.0392156862745099	45	143	176	DND254
8638.0	353.2	0.8701718989146814	1.0576923076923077	40	135	166	DND254
11157.5	395.6	0.8956999933450698	0.9836065573770492	52	143	169	DND254
15527.5	470.3	0.8820209942272733	0.9929577464788732	77	160	188	DND254
11159.5	395.4	0.8968268388769854	1.0517241379310345	66	162	192	DND254
10814.5	391.9	0.8847591645740172	0.9586776859504132	73	145	170	DND254
10199.0	381.7	0.8797886227554477	0.9658119658119658	65	142	171	DND254
11943.0	411.5	0.8864148667863558	0.968503937007874	29	103	128	DND254
10852.0	391.3	0.8904870923444039	0.9586776859504132	39	109	125	DND254
10448.5	387.9	0.872535507471703	1.0260869565217392	44	128	160	DND254
11487.0	402.8	0.8894787856428612	1.0	54	135	160	DND254
11452.5	401.2	0.8942784299739185	0.967741935483871	59	140	167	DND254
9875.0	374.5	0.8847766204906949	0.9487179487179487	33	106	124	DND254
11697.5	410.5	0.8721270693460338	1.024390243902439	42	115	139	DND254
9079.5	357.8	0.8913509329225333	0.9908256880733946	58	140	163	DND254
12209.5	415.3	0.8895643290683617	1.0403225806451613	46	123	149	DND254
15258.5	462.7	0.8956648623576997	0.9788732394366197	59	137	170	DND254
13617.5	434.9	0.904795930710257	1.023076923076923	59	141	169	DND254
15563.0	466.9	0.8970130123871946	0.9452054794520548	55	136	166	DND254
10217.5	380.7	0.8856904556066547	1.008695652173913	79	157	191	DND254
12050.0	411.9	0.8925585537119146	0.96875	77	156	188	DND254
14246.5	446.6	0.897527895110355	1.0	77	152	181	DND254
11180.5	401.6	0.8712389736994312	1.0252100840336134	37	122	148	DND254
14481.0	450.1	0.8982276153990194	1.044776119402985	73	149	179	DND254
8487.0	344.2	0.9001025972014632	0.9809523809523809	69	150	179	DND254
11165.5	397.6	0.8876656834968844	0.9916666666666667	69	150	183	DND254
12177.5	412.9	0.8976387073425209	0.9920634920634921	52	121	150	DND254
10534.5	383.9	0.8981440260578035	1.0172413793103448	60	133	159	DND254
9827.0	374.0	0.8827622097217299	1.0089285714285714	71	152	179	DND254
